Movie_ID,Title,Genres,Release_Year,Director,Cast,Keywords,Language,Runtime,Production_Company
MOV101332,A Garden in Electric,Romance,2012.0,Sanjay Leela Bhansali,"Michael B. Jordan, Tessa Thompson, Lakeith Stanfield","heartbreak, first love",Hindi,119.0,Sony Pictures
MOV107561,The Forgotten Machine 638,Thriller,2012.0,Makoto Shinkai,"Nana Patekar, Tabu, Konkona Sen Sharma, Aamir Khan","blackmail, cat and mouse",Hindi,127.0,Gaumont
MOV107419,The Blue Lantern 530,"Drama, Romance",2024.0,Christopher Nolan,"Suriya, Jyotika, Karthi","class divide, wedding, ambition",English,122.0,Lyca Productions
MOV108854,The Velvet Echo 285,"Thriller, Comedy",1999.0,Christopher Nolan,"Adam Driver, Scarlett Johansson, Oscar Isaac","wedding, false identity, cat and mouse",English,166.0,Yash Raj Films
MOV118697,The Silver Road 351,"Action, Thriller",2009.0,Asghar Farhadi,"Gong Yoo, Kim Tae-ri, Choi Woo-shik","missing person, revenge, blackmail, chase",English,91.0,Hombale Films
MOV103166,Parallel Archive,"Comedy, Crime",2020.0,Anurag Kashyap,"Suriya, Jyotika, Karthi","road trip, stolen evidence, detective, friendship",Hindi,100.0,A24
MOV111925,The Midnight Archive 582,Thriller,2017.0,Christopher Nolan,"Ayushmann Khurrana, Bhumi Pednekar, Pankaj Tripathi","missing person, surveillance",English,119.0,CJ ENM
MOV112538,The Glass Room 879,Drama,2013.0,Steven Spielberg,"Ryan Gosling, Margot Robbie, Brian Tyree Henry","grief, ambition",English,92.0,Mythri Movie Makers
MOV116257,The Endless Garden 406,Horror,2013.0,Greta Gerwig,"Prithviraj Sukumaran, Parvathy Thiruvothu, Tovino Thomas","isolated village, nightmare",French,119.0,Sony Pictures
MOV106421,Story of Last,"Horror, Romance, Thriller",2020.0,Lokesh Kanagaraj,"Song Kang-ho, Bae Doona, Park So-dam","long distance, wedding, ritual, possession, surveillance, cat and mouse",Malayalam,122.0,Paramount Pictures
MOV110333,The Parallel Machine 913,Romance,2002.0,Denis Villeneuve,"Tom Hanks, Emily Blunt, John Boyega","unexpected meeting, wedding",English,140.0,Phantom Films
MOV106221,Signal of Crimson,"Action, Drama",1999.0,Steven Spielberg,"Mammootty, Nimisha Sajayan, Roshan Mathew","heist, redemption, betrayal, espionage",English,177.0,Universal Pictures
MOV109813,The Northern Horizon 109,"Thriller, Drama",2017.0,Park Chan-wook,"Cillian Murphy, Rebecca Ferguson, Robert Pattinson","conspiracy, family secrets, identity, blackmail",Tamil,160.0,Toho
MOV115025,The Restless Machine 742,Sci-Fi,2016.0,Denis Villeneuve,"Zendaya, TimothÃ©e Chalamet, Florence Pugh","climate collapse, time travel",English,120.0,Phantom Films
MOV106433,The Neon Kingdom 583,"Action, Comedy",2014.0,James Wan,"Irrfan Khan, Tabu, Nawazuddin Siddiqui","chase, workplace, family, heist",English,155.0,Red Chillies Entertainment
MOV108143,The Sacred River 898,"Comedy, Drama, Horror",1983.0,Nagraj Manjule,"Cillian Murphy, Rebecca Ferguson, Robert Pattinson","urban legend, redemption, workplace",Korean,113.0,Universal Pictures
MOV109727,The Fading Letter 646,"Drama, Adventure",1987.0,Jordan Peele,"Nawazuddin Siddiqui, Vijay Varma, Shefali Shah","grief, wilderness, lost city, ambition",Telugu,111.0,Lionsgate
MOV100082,Where the Story Ends,Comedy,2021.0,Steven Spielberg,"Nawazuddin Siddiqui, Vijay Varma, Shefali Shah","road trip, wedding",English,112.0,Paramount Pictures
MOV108967,The Glass Promise 78,"Adventure, Sci-Fi",1998.0,Bong Joon Ho,"Aamir Khan, Richa Chadda, Vijay Raaz","climate collapse, android, ancient map, wilderness",English,176.0,Universal Pictures
MOV104144,Between Golden and Harbor,Comedy,1995.0,S. S. Rajamouli,"Ryan Gosling, Margot Robbie, Brian Tyree Henry","family, awkward romance",Tamil,150.0,Geetha Arts
MOV101635,Burning at Sky,"Comedy, Action",2007.0,Christopher Nolan,"Sanya Malhotra, Vikrant Massey, Vijay Raaz","misunderstanding, undercover, family, rescue",Telugu,132.0,Sony Pictures
MOV112016,The Endless Witness 871,Thriller,1989.0,Wes Anderson,"Ryan Gosling, Margot Robbie, Brian Tyree Henry","cat and mouse, surveillance",Telugu,159.0,Universal Pictures
MOV101846,Winter at Shadow,Sci-Fi,1991.0,Lokesh Kanagaraj,"Shah Rukh Khan, Deepika Padukone, Manoj Bajpayee","time travel, android",English,148.0,Mythri Movie Makers
MOV112595,The Lost Clock 824,"Mystery, Crime, Action, Thriller",1984.0,David Fincher,"Suriya, Jyotika, Karthi, Michael B. Jordan","detective, conspiracy, cat and mouse, espionage, vanished witness",Hindi,127.0,Amazon MGM Studios
MOV119173,The Midnight Season 34,Thriller,1997.0,Lokesh Kanagaraj,"Dev Patel, Freida Pinto, Roshan Seth","false identity, conspiracy",English,141.0,Paramount Pictures
MOV112607,The Wild Echo 744,"Thriller, Horror",2019.0,Zoya Akhtar,"Shah Rukh Khan, Deepika Padukone, Manoj Bajpayee","false identity, urban legend, conspiracy",Kannada,146.0,Dharma Productions
MOV104126,The Forgotten Echo,Romance,2023.0,Steven Spielberg,"PenÃ©lope Cruz, Javier Bardem, Antonio Banderas","unexpected meeting, heartbreak",Bengali,124.0,20th Century Studios
MOV111553,The Wild Voyage 247,Sci-Fi,2004.0,Park Chan-wook,"Sanya Malhotra, Vikrant Massey, Vijay Raaz","artificial intelligence, parallel universe",Hindi,162.0,Mythri Movie Makers
MOV110772,The Winter Voyage 272,"Action, Drama",2005.0,Bennett Miller,"Mads Mikkelsen, Thomas Bo Larsen, Sidse Babett Knudsen","heist, class divide, identity, rescue",English,126.0,Sony Pictures
MOV103629,Distant Beyond the Season,"Horror, Action",2000.0,Wes Anderson,"Dhanush, Sai Pallavi, Prakash Raj","ritual, revenge, heist, possession",Hindi,160.0,Universal Pictures
MOV105751,A Machine in Endless,"Crime, Drama",2012.0,Jordan Peele,"Dev Patel, Freida Pinto, Roshan Seth","betrayal, identity, organized crime, gang rivalry",Hindi,117.0,Excel Entertainment
MOV105025,The Wild Signal,"Drama, Thriller, Action",2020.0,Meghna Gulzar,"Irrfan Khan, Tabu, Nawazuddin Siddiqui","redemption, heist, identity, cat and mouse, surveillance, undercover",Telugu,117.0,Phantom Films
MOV115706,The Broken Season 315,Crime,2012.0,Christopher Nolan,"Chris Evans, Ana de Armas, Oscar Isaac","money laundering, gang rivalry",Japanese,84.0,Warner Bros. Pictures
MOV106938,The Borrowed Voyage 252,"Mystery, Comedy",1996.0,Rajkumar Hirani,"Song Kang-ho, Bae Doona, Park So-dam","unsolved murder, friendship, forensic clue, family",Hindi,127.0,Mythri Movie Makers
MOV108671,The Sacred Lantern 487,Thriller,1999.0,Asghar Farhadi,"Dulquer Salmaan, Parvathy Thiruvothu, Fahadh Faasil","blackmail, conspiracy",Korean,87.0,Red Chillies Entertainment
MOV106942,The Secret Archive 133,"Drama, Crime",2012.0,Sanjay Leela Bhansali,"Mammootty, Nimisha Sajayan, Roshan Mathew","money laundering, corruption, coming of age",English,203.0,Mythri Movie Makers
MOV104404,A Horizon in Silver,"Comedy, Mystery",2013.0,Ayan Mukerji,"Chris Evans, Ana de Armas, Oscar Isaac","unsolved murder, road trip, cryptic letter",Korean,89.0,Warner Bros. Pictures
MOV100014,Glass Lantern,"Adventure, Animation",1989.0,Anurag Kashyap,"Chris Evans, Ana de Armas, Oscar Isaac","survival, family, coming of age, ancient map",Hindi,107.0,Netflix
MOV108897,The Velvet House 882,"Drama, Horror",2017.0,Christopher Nolan,"Aamir Khan, Richa Chadda, Vijay Raaz","coming of age, haunted house, ritual",Hindi,139.0,Universal Pictures
MOV115474,The Golden Witness 874,"Action, Thriller, Comedy",2024.0,Steven Spielberg,"Sanya Malhotra, Vikrant Massey, Vijay Raaz","undercover, warzone, missing person",Kannada,96.0,Amazon MGM Studios
MOV107143,The Midnight Horizon 579,Comedy,1980.0,Steven Spielberg,"Tom Hanks, Emily Blunt, John Boyega","friendship, misunderstanding",Italian,110.0,Universal Pictures
MOV118509,The Secret Station 99,Thriller,2023.0,Anurag Kashyap,"Rajinikanth, Fahadh Faasil, Ritika Singh","cat and mouse, missing person",Hindi,105.0,PathÃ©
MOV109561,The Blue Mirror 229,Action,2011.0,Christopher Nolan,"Rinko Kikuchi, Masami Nagasawa, Hidetoshi Nishijima","mercenary, undercover",English,159.0,Red Chillies Entertainment
MOV105508,A Kingdom in Distant,"Drama, Sci-Fi",2006.0,Zoya Akhtar,"Dev Patel, Freida Pinto, Roshan Seth","android, space mission, ambition, identity",Telugu,134.0,DreamWorks Animation
MOV110709,The Midnight Room 637,Thriller,2016.0,Damien Chazelle,"Michael B. Jordan, Tessa Thompson, Lakeith Stanfield","blackmail, surveillance",Malayalam,148.0,Warner Bros. Pictures
MOV101985,Autumn at Valley,Adventure,2016.0,Damien Chazelle,"Michael B. Jordan, Tessa Thompson, Lakeith Stanfield","survival, wilderness",Hindi,166.0,Toho
MOV113677,The Northern Voyage 880,"Thriller, Crime, Sci-Fi",2011.0,Christopher Nolan,"Song Kang-ho, Bae Doona, Park So-dam","organized crime, false identity, artificial intelligence, stolen evidence, time travel",English,144.0,Hombale Films
MOV114833,The Golden Story 925,"Horror, Thriller",2019.0,Steven Spielberg,Unknown,"urban legend, surveillance, missing person, curse",English,182.0,Paramount Pictures
MOV106556,The Autumn Road 188,Drama,2008.0,Meghna Gulzar,"Ranbir Kapoor, Alia Bhatt, Vicky Kaushal","coming of age, family secrets",Telugu,108.0,Geetha Arts
MOV108334,The Forgotten Sky 650,"Action, Thriller",1985.0,Vetrimaaran,"Ryan Gosling, Margot Robbie, Brian Tyree Henry","false identity, espionage, cat and mouse, heist",English,130.0,Netflix
MOV118283,The Sacred Signal 957,Thriller,2000.0,Greta Gerwig,"Ranbir Kapoor, Alia Bhatt, Vicky Kaushal","false identity, blackmail",Hindi,96.0,Studio Ghibli
MOV114923,The Lost Letter 108,Action,2011.0,Denis Villeneuve,"Zendaya, TimothÃ©e Chalamet, Florence Pugh","chase, revenge",Malayalam,136.0,Mythri Movie Makers
MOV119756,The Borrowed Station 629,"Drama, Crime",2024.0,Asghar Farhadi,"Prithviraj Sukumaran, Parvathy Thiruvothu, Tovino Thomas","gang rivalry, grief, stolen evidence, class divide",English,109.0,CJ ENM
MOV100559,Between Silver and Room,Romance,2001.0,James Wan,"Dulquer Salmaan, Parvathy Thiruvothu, Fahadh Faasil","heartbreak, first love",English,172.0,Paramount Pictures
MOV105710,The Restless Witness,Drama,2005.0,Kabir Khan,"Mammootty, Nimisha Sajayan, Roshan Mathew","family secrets, coming of age",Telugu,175.0,20th Century Studios
MOV108628,The Winter Room 830,Thriller,2019.0,S. S. Rajamouli,"Tom Hanks, Emily Blunt, John Boyega","blackmail, false identity",English,108.0,Universal Pictures
MOV110721,The Distant Season 309,"Drama, Thriller",2010.0,Unknown,"Adam Driver, Scarlett Johansson, Oscar Isaac","grief, missing person, blackmail",Tamil,108.0,Sony Pictures
MOV108484,The Secret Mirror 799,Comedy,1980.0,Rian Johnson,"Nana Patekar, Tabu, Konkona Sen Sharma, Tony Leung","wedding, misunderstanding",English,143.0,Mythri Movie Makers
MOV108480,The Distant River 857,"Drama, Romance",2014.0,Damien Chazelle,"Rajkummar Rao, Taapsee Pannu, Pankaj Tripathi","first love, identity, second chance",Hindi,93.0,CJ ENM
MOV111344,The Blue House 171,Comedy,2002.0,David Fincher,Unknown,"family, friendship",German,150.0,PathÃ©
MOV109881,The Sacred Lantern 995,"Drama, Romance",2013.0,Jordan Peele,"Dev Patel, Freida Pinto, Roshan Seth","unexpected meeting, redemption, family secrets, long distance",English,122.0,Netflix
MOV111593,The Borrowed Shadow 431,"Comedy, Thriller",2024.0,Denis Villeneuve,"Shah Rukh Khan, Deepika Padukone, Manoj Bajpayee","cat and mouse, awkward romance, workplace",English,178.0,Warner Bros. Pictures
MOV114241,The Paper Shadow 912,"Crime, Action",1997.0,Steven Spielberg,"Adam Driver, Scarlett Johansson, Oscar Isaac","mercenary, money laundering, warzone, stolen evidence",Korean,117.0,DreamWorks Animation
MOV105578,Velvet at House,"Drama, Action",2006.0,Patty Jenkins,"Dev Patel, Freida Pinto, Roshan Seth","heist, family secrets, redemption, mercenary",English,135.0,Warner Bros. Pictures
MOV119076,The Northern City 852,"Thriller, Crime",1985.0,Rian Johnson,"Nawazuddin Siddiqui, Vijay Varma, Shefali Shah","stolen evidence, conspiracy, money laundering",French,194.0,Phantom Films
MOV102879,Velvet Season,"Romance, Drama",1996.0,Rajkumar Hirani,"Tony Leung, Tang Wei, Andy Lau","first love, grief, betrayal",Hindi,105.0,Phantom Films
MOV101238,Paper Room,Romance,2023.0,Steven Spielberg,"Irrfan Khan, Tabu, Nawazuddin Siddiqui","wedding, first love",English,95.0,Universal Pictures
MOV102150,Blue at Garden,"Animation, Horror, Thriller",1997.0,Alfonso CuarÃ³n,"Tony Leung, Tang Wei, Andy Lau, Rajkummar Rao","family, magical kingdom, blackmail, false identity",Tamil,127.0,Red Chillies Entertainment
MOV105689,A Echo in Hidden,"Action, Drama, Comedy",2024.0,Meghna Gulzar,"Rajinikanth, Fahadh Faasil, Ritika Singh","road trip, family secrets, assassination, mercenary",English,110.0,Sony Pictures
MOV105197,Fading Garden,Thriller,1989.0,Ayan Mukerji,"Rajinikanth, Fahadh Faasil, Ritika Singh","cat and mouse, blackmail",Tamil,132.0,Excel Entertainment
MOV110308,The Northern Forest 62,"Thriller, Drama",2023.0,Patty Jenkins,"Vidya Balan, Shefali Shah, Rajesh Tailang","identity, blackmail, conspiracy, redemption",Tamil,120.0,Yash Raj Films
MOV118586,The Lost Harbor 874,Animation,2005.0,Denis Villeneuve,"Dhanush, Sai Pallavi, Prakash Raj","inventor, talking animals",English,146.0,Dharma Productions
MOV106621,The Blue Archive 491,Comedy,2017.0,Lokesh Kanagaraj,"Irrfan Khan, Tabu, Nawazuddin Siddiqui","misunderstanding, family",Telugu,143.0,Sony Pictures
MOV108783,The Forgotten Clock 514,Action,2014.0,Mira Nair,"Tom Hanks, Emily Blunt, John Boyega","warzone, revenge",English,126.0,Sony Pictures
MOV107882,The Midnight City 222,Adventure,2021.0,Karthik Subbaraj,"Dev Patel, Freida Pinto, Roshan Seth","lost city, survival",English,151.0,20th Century Studios
MOV110912,The Silver Machine 106,"Adventure, Horror",2001.0,Christopher Nolan,"Saoirse Ronan, Andrew Scott, Jessie Buckley","wilderness, possession, haunted house, survival",Tamil,175.0,Excel Entertainment
MOV115512,The Broken Voyage 796,Comedy,,Christopher Nolan,"PenÃ©lope Cruz, Javier Bardem, Antonio Banderas","misunderstanding, awkward romance",Spanish,98.0,Dharma Productions
MOV108063,The Blue Letter 478,"Romance, Adventure",2025.0,Patty Jenkins,"Priyanka Chopra Jonas, Ranveer Singh, Anushka Sharma","first love, unexpected meeting, survival, expedition",Hindi,148.0,Gaumont
MOV100544,Electric Beyond the Clock,Thriller,2000.0,Nagraj Manjule,"Ayushmann Khurrana, Bhumi Pednekar, Pankaj Tripathi","blackmail, conspiracy",English,163.0,A24
MOV114541,The Distant Kingdom 485,"Adventure, Drama",2002.0,Zoya Akhtar,"Gong Yoo, Kim Tae-ri, Choi Woo-shik","expedition, family secrets, coming of age, lost city",English,119.0,Sony Pictures
MOV111797,The Winter House 155,Horror,1987.0,Karthik Subbaraj,"Irrfan Khan, Tabu, Nawazuddin Siddiqui","urban legend, haunted house",Malayalam,158.0,Yash Raj Films
MOV103812,Between Hidden and Season,"Crime, Horror, Action",1988.0,Vetrimaaran,"Mads Mikkelsen, Thomas Bo Larsen, Sidse Babett Knudsen","stolen evidence, haunted house, corruption",Tamil,109.0,Red Chillies Entertainment
MOV112977,The Broken City 829,"Drama, Thriller",2010.0,Bennett Miller,"Mads Mikkelsen, Thomas Bo Larsen, Sidse Babett Knudsen","conspiracy, grief, betrayal",English,119.0,Red Chillies Entertainment
MOV118822,The Fading Clock 529,Horror,2023.0,ChloÃ© Zhao,"Prithviraj Sukumaran, Parvathy Thiruvothu, Tovino Thomas","curse, haunted house",Hindi,85.0,Amazon MGM Studios
MOV111959,The Blue Garden 514,"Horror, Drama",2019.0,Christopher Nolan,"Chris Evans, Ana de Armas, Oscar Isaac","coming of age, urban legend, ritual",Telugu,120.0,Amazon MGM Studios
MOV101046,A Promise in Blue,"Thriller, Crime",1990.0,Christopher Nolan,"Suriya, Jyotika, Karthi","surveillance, money laundering, gang rivalry, false identity",Tamil,167.0,Mythri Movie Makers
MOV107985,The Velvet Signal 686,Thriller,1982.0,Zoya Akhtar,"Prithviraj Sukumaran, Parvathy Thiruvothu, Tovino Thomas","surveillance, cat and mouse",English,157.0,Studio Ghibli
MOV111172,The Wild Horizon 996,Adventure,2000.0,Christopher Nolan,"Nawazuddin Siddiqui, Vijay Varma, Shefali Shah","wilderness, treasure hunt",English,130.0,Geetha Arts
MOV107722,The Winter Voyage 2,"Thriller, Romance",2010.0,Lokesh Kanagaraj,"Song Kang-ho, Bae Doona, Park So-dam","conspiracy, false identity, unexpected meeting",English,119.0,Lyca Productions
MOV108722,The Last Mirror 597,Crime,2001.0,James Wan,"Nana Patekar, Tabu, Konkona Sen Sharma","gang rivalry, stolen evidence",Hindi,164.0,Sun Pictures
MOV101790,The Broken River,"Crime, Sci-Fi, Comedy",2010.0,Kabir Khan,"Triptii Dimri, Rajkummar Rao, Vijay Varma","wedding, friendship, time travel, detective",English,154.0,Dharma Productions
MOV116132,The Endless Signal 307,"Drama, Romance",1970.0,Nagraj Manjule,"Tony Leung, Tang Wei, Andy Lau","wedding, identity, redemption, long distance",English,108.0,Warner Bros. Pictures
MOV108010,The Northern Story 900,Comedy,2022.0,Damien Chazelle,"Adam Driver, Scarlett Johansson, Oscar Isaac","family, friendship",English,141.0,20th Century Studios
MOV101089,The Forgotten Garden,Unknown,1999.0,Karthik Subbaraj,"Ayushmann Khurrana, Bhumi Pednekar, Pankaj Tripathi","redemption, identity",Tamil,93.0,Unknown
MOV107494,The Parallel House 604,Drama,2009.0,Christopher Nolan,"Chris Evans, Ana de Armas, Oscar Isaac","grief, class divide",English,118.0,Mythri Movie Makers
MOV115105,The Winter River 657,"Horror, Action",2013.0,ChloÃ© Zhao,"Daniel Kaluuya, Lupita Nyong'o, John David Washington","urban legend, isolated village, rescue, chase",English,131.0,Lionsgate
MOV116364,The Falling Road 645,"Fantasy, Adventure, Action",2012.0,Shoojit Sircar,"Rajkummar Rao, Taapsee Pannu, Pankaj Tripathi","sorcery, wilderness, ancient prophecy, treasure hunt",Hindi,187.0,Universal Pictures
MOV108048,The Forgotten House 582,Action,2000.0,Taika Waititi,"Mammootty, Nimisha Sajayan, Roshan Mathew","revenge, assassination",English,155.0,Toho
MOV115803,The Velvet Station 38,Crime,2002.0,James Wan,"Ayushmann Khurrana, Bhumi Pednekar, Pankaj Tripathi","organized crime, detective",English,145.0,Netflix
MOV117355,The Burning House 729,"Drama, Comedy",2007.0,S. S. Rajamouli,"Chris Evans, Ana de Armas, Oscar Isaac","ambition, family, workplace, grief",Korean,137.0,Yash Raj Films
MOV115586,The Golden Signal 490,Drama,2021.0,Damien Chazelle,"Daniel Kaluuya, Lupita Nyong'o, John David Washington","redemption, ambition",Malayalam,113.0,A24
MOV110258,The Wild Harbor 700,"Thriller, Romance, Horror",2004.0,Christopher Nolan,"Shah Rukh Khan, Deepika Padukone, Manoj Bajpayee","heartbreak, conspiracy, isolated village",Japanese,175.0,Paramount Pictures
MOV115588,The Secret Witness 979,Thriller,1999.0,Nagraj Manjule,"Gael GarcÃ­a Bernal, Tilda Swinton, Diego Luna, Cillian Murphy","blackmail, false identity",English,110.0,Paramount Pictures
MOV109254,The Broken Letter 356,Drama,2022.0,Anurag Kashyap,"Tom Hanks, Emily Blunt, John Boyega","family secrets, betrayal",Tamil,119.0,Sun Pictures
MOV112702,The Parallel Forest 259,Romance,2025.0,Greta Gerwig,"Vidya Balan, Shefali Shah, Rajesh Tailang","heartbreak, first love",Telugu,173.0,Excel Entertainment
MOV104888,A Story in Crimson,Comedy,2003.0,Bong Joon Ho,"PenÃ©lope Cruz, Javier Bardem, Antonio Banderas","friendship, family",English,90.0,20th Century Studios
MOV117294,The Forgotten Road 702,"Drama, Sci-Fi",2024.0,Steven Spielberg,"Triptii Dimri, Rajkummar Rao, Vijay Varma","betrayal, android, family secrets, climate collapse",Korean,166.0,Red Chillies Entertainment
MOV111667,The Autumn Forest 31,Action,2022.0,Jordan Peele,"Prithviraj Sukumaran, Parvathy Thiruvothu, Tovino Thomas","undercover, mercenary",Telugu,110.0,Lionsgate
MOV107858,The Broken Station 29,Comedy,2021.0,Bong Joon Ho,"Nana Patekar, Tabu, Konkona Sen Sharma","road trip, friendship",Italian,120.0,Warner Bros. Pictures
MOV100576,Signal of Distant,"Romance, Horror, Comedy",1993.0,Karthik Subbaraj,"Nawazuddin Siddiqui, Vijay Varma, Shefali Shah","road trip, awkward romance, heartbreak, long distance",Tamil,170.0,Lionsgate
MOV105274,Between Northern and Clock,Drama,1991.0,Unknown,"Dev Patel, Freida Pinto, Roshan Seth","betrayal, grief",English,155.0,Suresh Productions
MOV117101,The Broken Voyage 745,Sci-Fi,2007.0,Denis Villeneuve,"Gael GarcÃ­a Bernal, Tilda Swinton, Diego Luna","time travel, space mission",English,109.0,DreamWorks Animation
MOV102951,Between Sacred and House,"Crime, Mystery",2000.0,Unknown,"Zendaya, TimothÃ©e Chalamet, Florence Pugh","corruption, forensic clue, vanished witness, stolen evidence",English,161.0,Mythri Movie Makers
MOV104086,Electric Echo,Animation,1991.0,Rajkumar Hirani,"Priyanka Chopra Jonas, Ranveer Singh, Anushka Sharma, Adam Driver","coming of age, magical kingdom",English,132.0,Excel Entertainment
MOV119245,The Endless Echo 600,Thriller,1977.0,Lijo Jose Pellissery,"Michael B. Jordan, Tessa Thompson, Lakeith Stanfield","surveillance, conspiracy",English,123.0,Lionsgate
MOV101563,Broken Beyond the Valley,Adventure,1979.0,Jordan Peele,"Gong Yoo, Kim Tae-ri, Choi Woo-shik","expedition, ancient map",Japanese,130.0,Dharma Productions
MOV110540,The Endless Valley 859,Crime,1994.0,Denis Villeneuve,"Song Kang-ho, Bae Doona, Park So-dam","stolen evidence, money laundering",Hindi,123.0,20th Century Studios
MOV115510,The Parallel Room 526,Animation,2002.0,Zoya Akhtar,"Rajkummar Rao, Taapsee Pannu, Pankaj Tripathi","friendship, magical kingdom",Malayalam,106.0,Paramount Pictures
MOV118226,The Burning Kingdom 598,"Comedy, Action",1996.0,Mira Nair,"Gael GarcÃ­a Bernal, Tilda Swinton, Diego Luna","workplace, wedding, assassination, chase",Korean,117.0,Sony Pictures
MOV101625,A Promise in Hidden,"Drama, Action",2006.0,Ayan Mukerji,"Nawazuddin Siddiqui, Vijay Varma, Shefali Shah","revenge, assassination, ambition, coming of age",English,117.0,Netflix
MOV111227,The Distant Sky 250,"Drama, Action",2006.0,Greta Gerwig,"Chris Evans, Ana de Armas, Oscar Isaac, Aamir Khan","espionage, rescue, redemption",English,137.0,Sony Pictures
MOV115113,The Midnight Moon 146,Mystery,2004.0,James Wan,"Vijay, Trisha Krishnan, Arjun Sarja","forensic clue, vanished witness",English,134.0,Netflix
MOV115591,The Endless Clock 501,"Comedy, Crime",2012.0,S. S. Rajamouli,"Prithviraj Sukumaran, Parvathy Thiruvothu, Tovino Thomas","corruption, family, workplace",English,138.0,Hombale Films
MOV114331,The Electric Archive 857,Sci-Fi,2012.0,Rian Johnson,"Rajinikanth, Fahadh Faasil, Ritika Singh","artificial intelligence, parallel universe",English,135.0,Amazon MGM Studios
MOV108744,The Electric Frontier 827,"Horror, Drama",2004.0,Steven Spielberg,"Mads Mikkelsen, Thomas Bo Larsen, Sidse Babett Knudsen","isolated village, coming of age, haunted house, ambition",English,112.0,Sony Pictures
MOV110993,The Northern Letter 831,Crime,2020.0,Lijo Jose Pellissery,Unknown,"money laundering, detective",Tamil,119.0,Amazon MGM Studios
MOV109425,The Northern Road 212,Crime,2021.0,Bong Joon Ho,"Tom Hanks, Emily Blunt, John Boyega",Unknown,Telugu,165.0,Sony Pictures
MOV101770,A Horizon in Forgotten,Action,2020.0,Farhan Akhtar,"Tony Leung, Tang Wei, Andy Lau","revenge, espionage",Malayalam,143.0,Lionsgate
MOV111642,The Hidden Garden 354,"Action, Crime",2007.0,Greta Gerwig,"Mads Mikkelsen, Thomas Bo Larsen, Sidse Babett Knudsen","stolen evidence, espionage, corruption, undercover",English,113.0,Dharma Productions
MOV106291,The Winter Voyage 521,"Action, Thriller",2011.0,Zoya Akhtar,"Nana Patekar, Tabu, Konkona Sen Sharma","conspiracy, chase, mercenary",English,120.0,Suresh Productions
MOV113563,The Secret House 680,Drama,1994.0,Christopher Nolan,"Mads Mikkelsen, Thomas Bo Larsen, Sidse Babett Knudsen","class divide, grief",English,110.0,Lyca Productions
MOV104599,Letter of Parallel,"Drama, Sci-Fi",2011.0,Lijo Jose Pellissery,"Shah Rukh Khan, Deepika Padukone, Manoj Bajpayee","family secrets, class divide, artificial intelligence",English,123.0,Amazon MGM Studios
MOV101612,Velvet Beyond the Valley,"Thriller, Crime",2004.0,Ayan Mukerji,"Saoirse Ronan, Andrew Scott, Jessie Buckley","cat and mouse, organized crime, surveillance, stolen evidence",English,127.0,20th Century Studios
MOV105035,A Mirror in Last,Comedy,2022.0,S. S. Rajamouli,"Song Kang-ho, Bae Doona, Park So-dam","misunderstanding, family",Malayalam,189.0,Sun Pictures
MOV102670,Between Winter and Frontier,Drama,2006.0,Vetrimaaran,"Gong Yoo, Kim Tae-ri, Choi Woo-shik","grief, identity",English,180.0,Sony Pictures
MOV112849,The Glass Lantern 58,"Comedy, Romance",2025.0,ChloÃ© Zhao,"Irrfan Khan, Tabu, Nawazuddin Siddiqui, Nawazuddin Siddiqui","second chance, wedding, family, unexpected meeting",Spanish,127.0,Warner Bros. Pictures
MOV101465,Borrowed at Echo,Animation,2011.0,Ayan Mukerji,"Rinko Kikuchi, Masami Nagasawa, Hidetoshi Nishijima","inventor, coming of age",English,119.0,Universal Pictures
MOV115628,The Crimson Valley 155,"Crime, Comedy",2018.0,Makoto Shinkai,"Suriya, Jyotika, Karthi","awkward romance, family, money laundering, corruption",Spanish,174.0,Gaumont
MOV116519,The Hidden Signal 500,"Romance, Adventure",1990.0,Steven Spielberg,"Ranbir Kapoor, Alia Bhatt, Vicky Kaushal","expedition, wedding, second chance, treasure hunt",Hindi,136.0,Paramount Pictures
MOV119220,The Paper Promise 993,"Romance, Thriller",2022.0,Gauri Shinde,"Zendaya, TimothÃ©e Chalamet, Florence Pugh","conspiracy, first love, surveillance, heartbreak",English,131.0,DreamWorks Animation
MOV100610,Between Burning and Clock,Thriller,2018.0,Karthik Subbaraj,"Priyanka Chopra Jonas, Ranveer Singh, Anushka Sharma","false identity, conspiracy",English,131.0,Warner Bros. Pictures
MOV109914,The Velvet River 991,Comedy,2016.0,Denis Villeneuve,"Dhanush, Sai Pallavi, Prakash Raj","wedding, workplace",Hindi,130.0,CJ ENM
MOV110673,The Lost Horizon 354,Action,2000.0,James Wan,"Gong Yoo, Kim Tae-ri, Choi Woo-shik","warzone, assassination",English,153.0,Warner Bros. Pictures
MOV113832,The Distant Frontier 618,"Horror, Thriller",2019.0,Lokesh Kanagaraj,"Song Kang-ho, Bae Doona, Park So-dam","missing person, cat and mouse, urban legend, curse",French,187.0,Warner Bros. Pictures
MOV119285,The Golden Story 485,Action,2009.0,Farhan Akhtar,"Rajinikanth, Fahadh Faasil, Ritika Singh","rescue, warzone",English,165.0,Universal Pictures
